Date,Open,High,Low,Close,Volume,Adj Close
2015-09-01,110.150002,116.889999,107.360001,113.449997,64661300,113.449997
2015-08-03,121.50,122.57,92.00,112.760002,79152700,112.760002
2015-07-01,126.900002,132.970001,119.220001,121.300003,50017800,120.753418
2015-06-01,130.279999,131.389999,124.480003,125.43,41949200,124.864807
2015-05-01,126.099998,132.970001,123.360001,130.279999,50251800,129.692947
2015-04-01,124.82,134.539993,123.099998,125.150002,51396700,124.067833
2015-03-02,129.25,130.279999,121.629997,124.43,53669600,123.354057
2015-02-02,118.050003,133.600006,116.080002,128.460007,63081500,127.34922
2015-01-02,111.389999,120.00,104.629997,117.160004,69419400,115.690338
2014-12-01,118.809998,119.25,106.260002,110.379997,50681700,108.995377
2014-11-03,108.220001,119.75,107.720001,118.93,44485400,117.438133
2014-10-01,100.589996,108.040001,95.18,108.00,61083400,106.184807
2014-09-02,103.059998,103.739998,96.139999,100.75,75318200,99.056656
2014-08-01,94.900002,102.900002,93.279999,102.50,46746200,100.777245
2014-07-01,93.519997,99.440002,92.57,95.599998,49633100,93.527992
2014-06-02,633.959961,651.26001,89.650002,92.93,59829300,90.915863
2014-05-01,592.00,644.169983,580.330017,633.00,74996300,88.468651
2014-04-01,537.76001,599.429993,511.329987,590.089966,82044000,82.013435
2014-03-03,523.419983,549.00,522.809998,536.73999,61552000,74.59861
2014-02-03,502.610016,551.190002,499.300018,526.23999,82267500,73.139267
2014-01-02,555.679993,560.200012,493.549988,500.599976,109889900,69.161713
2013-12-02,558.00,575.140015,538.799988,561.02002,86672400,77.509201
2013-11-01,524.02002,558.330017,512.380005,556.069946,69291000,76.825317
2013-10-01,478.449982,539.25,478.279999,522.699951,88189400,71.79583
2013-09-03,493.099976,507.919983,447.220001,476.749969,111138700,65.484337
2013-08-01,455.749969,513.73999,453.259979,487.220032,94666300,66.922455
2013-07-01,402.690002,457.339966,401.220001,452.529968,77966700,61.749866
2013-06-03,450.72998,454.429993,388.869995,396.529999,94963100,54.108406
2013-05-01,444.459991,465.75,418.899994,449.730042,111725300,61.367798
2013-04-01,441.899994,445.25,385.100006,442.779999,132443500,60.022148
2013-03-01,438.00,469.949982,419.00,442.660004,120246400,60.005882
2013-02-01,459.109985,484.940002,437.660004,441.400024,127191400,59.835079
2013-01-02,553.820007,555.00,435.00,455.48999,160032800,61.387318
2012-12-03,593.650024,594.590027,501.230011,532.169983,159903000,71.721642
2012-11-01,598.219971,603.00,505.75,585.279968,158585300,78.879379
2012-10-01,671.159973,676.75,587.700012,595.320007,150628900,79.867714
2012-09-04,665.76001,705.070007,656.00,667.100037,128080400,89.497665
2012-08-01,615.910034,680.869995,600.25,665.23999,93636100,89.248131
2012-07-02,584.730042,619.869995,570.00,610.76001,111571100,81.588829
2012-06-01,569.159973,590.00,548.50,584.00,98539600,78.014076
2012-05-01,584.900024,596.76001,522.179993,577.730042,131795600,77.176491
2012-04-02,601.830017,644.00,555.00,583.97998,201314100,78.011398
2012-03-01,548.169983,621.450012,516.219971,599.549988,185402000,80.091331
2012-02-01,458.410004,547.610046,453.980011,542.440002,154007000,72.46225
2012-01-03,409.399994,458.240021,409.00,456.47998,90644200,60.979218
2011-12-01,382.540009,409.089996,377.679993,405.00,77216600,54.102226
2011-11-01,397.410004,408.00,363.320007,382.199982,111543300,51.056469
2011-10-03,380.369995,426.699982,354.23999,404.779999,161034800,54.072838
2011-09-01,385.820007,422.860016,366.480011,381.320007,149108200,50.938915
2011-08-01,397.779999,399.50,353.019989,384.830017,181143300,51.407803
2011-07-01,335.950012,404.50,334.200012,390.47998,141081600,52.16256
2011-06-01,348.869995,352.130005,310.50,335.670013,108940900,44.840729
2011-05-02,349.73999,351.830017,329.420013,347.829987,87259700,46.465126
2011-04-01,351.110016,355.130005,320.160004,350.130005,128252100,46.772373
2011-03-01,355.470001,361.669983,326.259979,348.51001,125874700,46.555969
2011-02-01,341.299988,364.899994,337.720001,353.210022,127618700,47.183823
2011-01-03,325.640015,348.600006,324.840027,339.320007,140234700,45.328312
2010-12-01,315.269989,326.660004,314.890015,322.559998,81440200,43.08942
2010-11-01,302.220001,321.300018,297.76001,311.149994,119166000,41.565205
2010-10-01,286.149994,319.00,277.769989,300.980011,150774800,40.206638
2010-09-01,247.469986,294.730011,246.279999,283.75,149087000,37.904953
2010-08-02,260.440002,264.279999,235.559998,243.100006,113748900,32.474697
2010-07-01,254.300003,265.990021,239.600006,257.25,191879900,34.364933
2010-06-01,259.690002,279.009979,242.199982,251.529999,197621600,33.600822
2010-05-03,263.839996,267.880005,199.25,256.880005,236228300,34.315506
2010-04-01,237.410004,272.459991,232.75,261.089996,153685600,34.877903
2010-03-01,205.75,237.47998,205.449997,235.000015,136791600,31.392651
2010-02-01,192.369995,205.169998,190.850006,204.619995,148467600,27.334314
2010-01-04,213.429993,215.589996,190.25,192.059998,215986100,25.656479
2009-12-01,202.23999,213.949997,188.680008,210.730011,133481400,28.150524
2009-11-02,189.800003,208.00,185.570007,199.910004,110995500,26.705126
2009-10-01,185.349991,208.709991,180.699997,188.50,155382900,25.180912
2009-09-01,167.990005,188.899994,164.110001,185.349991,125344100,24.760117
2009-08-03,165.210007,172.48999,159.419998,168.210007,100910200,22.470459
2009-07-01,143.50,165.00,134.420013,163.389999,129144000,21.826574
2009-06-01,136.470001,146.399994,132.880005,142.430008,148974900,19.026617
2009-05-01,125.799995,135.899994,119.379997,135.809998,123920900,18.142279
2009-04-01,104.089996,127.199997,103.889999,125.829994,146668700,16.809093
2009-03-02,88.120003,109.980003,82.330002,105.120003,181757700,14.042534
2009-02-02,89.100006,103.00,86.509995,89.309998,191764500,11.930543
2009-01-02,85.880005,97.169998,78.199997,90.129997,234465200,12.040083
2008-12-01,91.300003,103.599998,84.550003,85.349998,236606600,11.401543
2008-11-03,105.93,111.790001,79.139999,92.669998,314700400,12.379391
2008-10-01,111.919998,116.399994,85.00,107.589996,468331100,14.37249
2008-09-02,172.399994,173.50,100.589996,113.659996,305883800,15.183355
2008-08-01,159.899994,180.450012,152.910004,169.529999,162917200,22.64679
2008-07-01,164.229996,180.910004,146.529999,158.950012,231673400,21.233454
2008-06-02,188.600006,189.949997,164.150009,167.440002,239999900,22.367598
2008-05-01,174.959991,192.23999,172.00,188.75,228552300,25.214308
2008-04-01,146.300003,180.00,143.610001,173.949997,271892100,23.23724
2008-03-03,124.440002,145.73999,118.00,143.50,296191700,19.169554
2008-02-01,136.23999,136.589996,115.440002,125.020004,326517900,16.70089
2008-01-02,199.269989,200.26001,126.139999,135.360001,434756700,18.082167
2007-12-03,181.860001,202.959991,176.990005,198.079987,222400100,26.460663
2007-11-01,188.600006,192.680008,150.630005,182.220001,326042700,24.341995
2007-10-01,154.630005,190.119995,152.930008,189.949997,262077200,25.374611
2007-09-04,139.940002,155.00,130.00,153.470001,283504200,20.501404
2007-08-01,133.639999,139.650009,111.619995,138.480011,274322600,18.498955
2007-07-02,121.049995,148.919998,119.299995,131.759995,306916200,17.601257
2007-06-01,121.099991,127.610001,115.399994,122.040001,290683100,16.302805
2007-05-01,99.590004,122.170006,98.550003,121.189995,212069700,16.189255
2007-04-02,94.139999,102.50,89.599998,99.800003,175953100,13.331858
2007-03-01,84.029999,96.830002,83.75,92.909996,187718200,12.411451
2007-02-01,86.229996,90.810005,82.860001,84.610001,192655600,11.30269
2007-01-03,86.290001,97.800003,81.900002,85.729996,350823100,11.452306
2006-12-01,91.799995,92.329994,76.770004,84.839996,224590200,11.333414
2006-11-01,81.099998,93.160004,77.790001,91.660004,175063900,12.24447
2006-10-02,75.100006,82.599998,72.599998,81.080002,169198000,10.831132
2006-09-01,68.479996,77.779999,67.82,76.979996,226592100,10.28343
2006-08-01,67.220001,70.00,62.579998,67.849998,200677600,9.063792
2006-07-03,57.52,68.630005,50.16,67.959999,229657200,9.078487
2006-06-01,59.850002,63.100002,55.41,57.270004,212230900,7.650456
2006-05-01,70.769997,73.800003,58.690002,59.77,191929000,7.98442
2006-04-03,63.670002,72.050003,61.050003,70.389999,274727800,9.403101
2006-03-01,68.839996,69.989998,57.669998,62.720001,260956400,8.378498
2006-02-01,74.949997,76.459999,62.899998,68.489998,263522000,9.149287
2006-01-03,72.380005,86.400002,70.870003,75.510002,284898900,10.087059
2005-12-01,68.950005,75.459999,68.809998,71.889999,162957400,9.603479
2005-11-01,57.240002,71.07,56.869999,67.82,167286900,9.059785
2005-10-03,54.16,57.98,47.870003,57.590004,233146300,7.693203
2005-09-01,47.00,54.560001,46.09,53.610001,153326200,7.161531
2005-08-01,42.57,48.330002,42.02,46.889999,106562600,6.263835
2005-07-01,36.829998,44.380001,36.290001,42.650002,133204000,5.697432
2005-06-01,39.889999,40.760002,35.519997,36.810001,133472500,4.917291
2005-05-02,36.209999,40.939999,33.110001,39.759998,157886900,5.311369
2005-04-01,42.09,44.450001,34.00,36.060001,238656500,4.817102
2005-03-01,44.989998,45.110001,38.830002,41.669998,174000600,5.566518
2005-02-01,77.050003,90.879997,43.960003,44.860001,290796800,5.992656
2005-01-03,64.779999,77.889999,62.599998,76.899994,342366700,5.136372
