Date,Open,High,Low,Close,Volume,Adj Close
2002-03-01,59.049999,65.00,58.310001,60.310001,55857200,21.178955
2002-02-01,64.150002,64.50,57.150002,58.34,63117200,20.487154
2002-01-02,66.650002,70.620003,61.330002,63.709999,68080000,22.372927
2001-12-03,63.830002,69.889999,63.799999,66.25,51004700,23.264894
2001-11-01,60.080002,68.339996,59.599998,64.209999,65676300,22.548512
2001-10-01,50.939999,63.630001,50.41,58.150002,78938700,20.420433
2001-09-04,57.189999,59.080002,47.50,51.169998,108497700,17.969276
2001-08-01,66.800003,67.540001,56.299999,57.049999,52686800,20.034147
2001-07-02,72.050003,73.150002,64.199997,66.190002,72106300,23.243826
2001-06-01,69.599998,76.150002,66.010002,73.00,73498100,25.635281
2001-05-01,67.660004,72.150002,67.25,69.18,83999400,24.293818
2001-04-02,54.8125,71.099998,51.0625,67.75,107508700,23.791647
2001-03-01,58.5625,61.125,49.75,54.6875,90297700,19.204512
2001-02-01,60.8125,65.0625,53.875,59.00,85342300,20.718925
2001-01-02,44.125,64.75,42.875,61.0625,99401400,21.443209
2000-12-01,58.0625,60.625,40.3125,43.375,107832200,15.231921
2000-11-01,68.50,72.375,57.00,57.375,103841100,20.148277
2000-10-02,60.50,70.125,48.4375,68.875,116994900,24.18671
2000-09-01,70.00,72.0625,58.625,60.3125,74979300,21.179832
2000-08-01,69.9375,74.875,68.125,69.8125,56172800,24.51593
2000-07-03,79.6875,82.875,67.25,69.8125,65223400,24.51593
2000-06-01,64.375,82.1875,63.8125,80.00,69063900,28.093456
2000-05-01,72.875,74.00,60.375,62.5625,63609000,21.969961
2000-04-03,94.4375,96.50,65.00,69.75,122959400,24.493982
2000-03-01,89.625,115.00,88.9375,106.25,90976900,37.311623
2000-02-01,98.50,110.00,88.125,89.375,69646200,31.38566
2000-01-03,117.375,118.625,94.875,97.875,67403400,34.37059
1999-12-01,91.0625,119.9375,90.875,116.75,57886100,40.99889
1999-11-01,93.25,94.50,84.375,91.046883,72828600,31.972771
1999-10-01,90.1875,95.25,85.0625,92.5625,54369300,32.505009
1999-09-01,92.3125,97.875,88.8125,90.5625,48796600,31.802671
1999-08-02,85.6875,96.375,81.625,92.5625,63403500,32.505009
1999-07-01,89.875,100.75,85.50,85.8125,56944200,30.134623
1999-06-01,80.625,90.25,76.125,90.1875,42956400,31.670984
1999-05-03,81.4375,81.8125,75.50,80.6875,58290200,28.334885
1999-04-01,91.25,95.625,79.875,81.3125,58198000,28.554365
1999-03-01,149.562485,180.375,87.875,89.625,70789600,31.473452
1999-02-01,175.437515,175.937515,143.98436,150.125,87282900,26.359564
1999-01-04,139.60936,175.125,136.00,175.00,81688900,30.727219
1998-12-01,120.25,144.00,120.125,138.687515,51152500,24.351324
1998-11-02,106.375,130.26564,104.75,122.00,61680300,21.421261
1998-10-01,108.062477,110.125,87.75,105.875,77380500,18.589968
1998-09-01,95.25,114.625,94.50,110.062477,58628500,19.325222
1998-08-03,109.125,113.75,95.75,95.937523,70606100,16.845104
1998-07-01,109.125,119.625,105.375,109.937523,58318300,19.303282
1998-06-01,83.875,108.562477,83.125,108.375,59552800,19.028927
1998-05-01,90.187523,91.00,81.875,84.812477,56473600,14.891723
1998-04-01,89.812477,99.125,86.625,90.125,51116700,15.824517
1998-03-02,85.875,90.937523,79.25,89.50,51732000,15.714778
1998-02-02,151.75,160.062485,79.375,84.75,76292100,14.880754
1998-01-02,129.624954,150.124954,124.375038,149.187515,76808900,13.097478
1997-12-01,141.937515,146.624954,118.00,129.25,67425900,11.347123
1997-11-03,131.624954,142.25,129.00,141.50,49124300,12.422576
1997-10-01,132.50,139.624954,123.50,130.00,68703800,11.412967
1997-09-02,133.124954,140.25,130.624954,132.312485,57024100,11.615985
1997-08-01,141.375046,144.624954,131.00,132.187515,57472700,11.605014
1997-07-01,126.437523,150.75,123.25,141.375046,78917500,12.411606
1997-06-02,125.00,134.937515,118.25,126.375038,48022600,11.094724
1997-05-01,122.00,129.062485,114.875038,124.00,65770100,10.886214
1997-04-01,90.124962,122.624962,89.75,121.50,90802500,10.666735
1997-03-03,97.00,101.00,87.624962,91.687523,78573200,8.049436
1997-02-03,102.624962,103.50,94.00,97.50,72398100,8.559725
1997-01-02,83.124962,103.25,80.75,102.00,75104400,8.954789
1996-12-02,157.50,159.50,76.375038,82.624962,71113800,7.253815
1996-11-01,137.249924,158.00,136.50,156.875046,81906000,6.886191
1996-10-01,131.750076,139.124954,130.875046,137.249924,59898400,6.024726
1996-09-03,122.00,138.624954,120.624962,131.875046,69450400,5.788791
1996-08-01,117.875038,126.124962,117.375038,122.50,53270500,5.377263
1996-07-01,120.249924,122.875038,107.50,117.875038,101509800,5.174246
1996-06-03,118.750076,125.875038,116.249924,120.124962,66605100,5.273008
1996-05-01,112.875038,120.00,109.624962,118.750076,56708500,5.212656
1996-04-01,103.14064,113.875038,99.624962,113.249924,65463000,4.971222
1996-03-01,98.375038,107.062561,94.624962,103.124962,83450400,4.526776
1996-02-01,92.249924,103.624962,92.00,98.687523,84932600,4.33199
1996-01-02,87.875038,93.249924,79.875038,92.50,96608600,4.060382
1995-12-01,87.124962,94.750076,85.124962,87.750076,85297800,3.85188
1995-11-01,100.124962,101.00,84.249924,87.124962,93544300,3.82444
1995-10-02,90.50,103.375038,80.375038,100.00,105458800,4.389603
1995-09-01,91.750076,97.875038,83.375038,90.50,85874400,3.97259
1995-08-01,90.750076,100.750076,87.00,92.50,94326500,4.060382
1995-07-03,90.875038,109.249924,88.50,90.50,121614700,3.97259
1995-06-01,85.00,92.375038,81.750076,90.375038,60169600,3.967105
1995-05-01,81.875038,89.50,78.875038,84.687523,66036200,3.717446
1995-04-03,71.00,82.124962,68.750076,81.750076,73246000,3.588504
1995-03-01,63.124962,74.124962,62.75008,71.124962,64295800,3.122103
1995-02-01,59.375038,63.24992,58.375038,63.00,55326400,2.76545
1995-01-03,61.50,65.249924,58.24992,59.375038,55788300,2.606328
1994-12-01,62.624962,64.249924,58.75008,61.124962,51430400,2.683143
1994-11-01,62.75008,65.124962,60.75008,62.875038,50724800,2.759964
1994-10-03,56.124962,63.75008,53.875038,63.00,60337500,2.76545
1994-09-01,57.00,58.24992,54.875038,56.124962,47593200,2.463663
1994-08-01,51.624962,59.24992,51.50,58.124962,58781100,2.551455
1994-07-01,51.624962,51.75008,46.875038,51.50,79751500,2.260645
1994-06-01,53.50,54.624962,49.24992,51.624962,112728200,2.266131
1994-05-02,92.750076,99.249924,48.50,53.75008,81232900,2.359415
1994-04-04,82.49984,95.249924,82.00,92.49984,101490600,2.030188
1994-03-01,83.00,89.249924,79.750076,84.750076,63035100,1.860096
1994-02-01,85.00,85.750076,78.00,82.49984,74958600,1.810708
1994-01-03,80.49984,87.00,79.249924,85.125122,61724600,1.868327
1993-12-01,80.49984,86.49984,79.249924,80.624962,43535400,1.769558
1993-11-01,80.249924,83.00,76.00,80.00,48127000,1.755841
1993-10-01,82.49984,85.750076,78.00,80.125122,67171200,1.758587
1993-09-01,75.249924,84.249924,73.249924,82.49984,57183800,1.810708
1993-08-02,74.750076,79.249924,70.375038,75.125122,89295500,1.648847
1993-07-01,88.249924,88.49984,72.00,74.00,106730900,1.624153
1993-06-01,93.00,98.00,86.750076,88.00,57846900,1.931425
1993-05-03,85.50016,95.50016,84.49984,92.624962,66979200,2.032934
1993-04-01,92.49984,94.750076,79.750076,85.50016,64069400,1.876559
1993-03-01,83.750076,94.249924,81.249924,92.49984,59896400,2.030188
1993-02-01,86.249924,90.249924,76.750076,83.375038,83061800,1.829916
1993-01-04,85.00,94.00,84.49984,86.49984,72537700,1.8985
1992-12-01,92.750076,94.00,85.249924,85.375038,52917200,1.873812
1992-11-02,89.00,95.00,87.249924,93.125122,63120600,2.043911
1992-10-01,80.00,90.249924,75.750076,88.750076,53259900,1.947888
1992-09-01,74.00,82.00,73.249924,80.49984,50607800,1.766812
1992-08-03,72.750076,75.00,68.00,74.49984,43570200,1.635123
1992-07-01,70.249924,74.750076,65.50016,72.750076,58204900,1.59672
1992-06-01,120.500168,124.50,65.750076,70.00,75038100,1.536361
1992-05-01,110.499832,122.250244,109.249924,120.999832,57956800,1.770471
1992-04-01,117.250076,129.250076,107.000168,110.250244,106419800,1.613183
1992-03-02,123.749756,130.249924,116.749924,118.50,58679800,1.733893
1992-02-03,118.249924,129.00,113.000168,123.500168,76436200,1.807055
1992-01-02,110.749924,133.249924,109.50,120.250076,69039400,1.7595
1991-12-02,96.250076,111.999832,96.00,111.250076,40441200,1.627812
1991-11-01,93.50016,101.749924,90.749756,97.249924,45387300,1.422962
1991-10-01,89.00016,95.250244,86.250244,93.875038,47956400,1.37358
1991-09-03,84.99984,90.00,80.00016,89.00016,43088100,1.302251
1991-08-01,73.750084,86.749916,71.749916,85.249916,59235300,1.247378
1991-07-01,68.749916,74.00016,60.50016,73.50,77222400,1.075453
1991-06-03,109.499763,114.75,65.49984,68.124962,67844600,0.996805
1991-05-01,98.50032,112.50,96.624725,109.75032,70202000,1.070578
1991-04-01,105.999832,117.49968,95.999763,99.00,95496000,0.965713
1991-03-01,103.00032,112.99968,93.000237,106.125122,98149700,1.035216
1991-02-01,99.00,109.000084,97.24968,103.749832,96660300,1.012046
1991-01-02,75.000237,99.49968,73.000084,98.125198,105961100,0.957179
1990-12-03,73.249916,76.749832,70.500244,75.250084,49183600,0.73404
1990-11-01,63.00,74.25,62.75016,72.249832,63108800,0.704773
1990-10-01,64.75032,68.500084,53.50032,63.75024,98229500,0.621863
1990-09-04,60.99984,63.49968,54.49968,63.00,72041600,0.614544
1990-08-01,66.250084,67.25016,50.749916,61.50024,88022900,0.599915
1990-07-02,76.00032,80.750168,65.74968,66.499916,75773800,0.648685
1990-06-01,73.249916,77.749916,70.999916,76.00032,57184100,0.741358
1990-05-01,58.74984,78.75,56.74968,73.000084,77462100,0.712092
1990-04-02,109.749596,121.99968,55.625042,58.00032,62612800,0.565774
1990-03-01,98.50032,117.00,98.50032,110.750404,79749600,0.540167
1990-02-01,92.499832,100.500481,92.249283,98.749443,77297000,0.481634
1990-01-02,87.249596,96.000481,83.999519,92.499832,113358400,0.451153
1989-12-01,87.124321,88.250404,74.999519,87.000481,76913900,0.424331
1989-11-01,81.750237,89.249763,76.00032,87.000481,92717200,0.424331
1989-10-02,68.250244,85.99968,67.99968,81.750237,121160800,0.398723
1989-09-01,58.99968,69.50016,57.74976,68.499359,67441400,0.334094
1989-08-01,54.75024,60.50016,54.00,58.750561,60648200,0.286546
1989-07-03,53.124481,56.999519,51.50016,54.75024,62716900,0.267035
1989-06-01,60.249599,60.750721,51.249599,53.000641,51809400,0.258502
1989-05-01,55.375202,60.99984,51.000481,60.50016,60905700,0.29508
1989-04-03,49.99968,56.49984,47.49984,55.874882,60229200,0.272521
1989-03-01,60.000481,62.24976,45.75024,49.874401,140382800,0.243254
1989-02-01,59.499359,64.749596,58.50,59.499359,97135600,0.290198
1989-01-03,53.50032,60.249599,50.25024,59.624641,71435800,0.290809
1988-12-01,47.49984,54.250561,47.00016,53.24976,52107700,0.259717
1988-11-01,49.00032,50.499359,45.250561,47.249279,75909700,0.230451
1988-10-03,51.249599,54.00,47.750401,49.00032,74922300,0.238991
1988-09-01,49.50,55.249916,47.999519,52.250401,59705600,0.254843
1988-08-01,59.749916,60.000481,47.750401,49.99968,84106900,0.243865
1988-07-01,67.00032,70.499519,56.750401,59.499359,73024100,0.290198
1988-06-01,58.249439,67.50,57.74976,67.00032,55914900,0.326783
1988-05-02,54.49968,59.25024,53.50032,58.00032,51287700,0.282887
1988-04-04,56.00016,58.750561,52.750084,54.49968,60992800,0.265813
1988-03-01,59.749916,65.49984,54.250561,56.49984,94083300,0.275569
1988-02-01,56.750401,60.750721,49.750561,59.375519,72160400,0.289594
1988-01-04,54.75024,61.750084,52.499519,55.749599,101674000,0.27191
1987-12-01,44.50032,56.00016,40.00032,54.250561,83714900,0.264598
1987-11-02,49.249439,51.99984,40.50,44.749439,85716600,0.218258
1987-10-01,66.250084,79.250404,37.249916,49.750561,169804500,0.24265
1987-09-01,117.999359,120.000961,53.000641,66.250084,78122900,0.323124
1987-08-03,94.00032,121.250877,91.249916,118.751038,100916500,0.289594
1987-07-01,101.750404,105.750717,88.499519,94.00032,90916300,0.229236
1987-06-01,115.248962,115.248962,96.249596,102.000961,80349300,0.248746
1987-05-01,103.99968,128.249283,102.749763,115.248962,113621700,0.281054
1987-04-01,96.750717,108.999359,90.501122,103.99968,105077400,0.253621
1987-03-02,76.749123,99.00,73.500481,96.750717,86757300,0.235943
1987-02-02,73.126083,79.499519,66.499199,76.749123,98517200,0.187166
1987-01-02,48.248642,77.500801,47.49984,73.126083,98369800,0.17833
1986-12-01,49.749119,49.99968,45.250561,48.248642,33858300,0.117662
1986-11-03,39.000957,51.249599,39.000957,49.749119,57646900,0.121322
1986-10-01,28.24992,40.250881,27.50112,38.750401,70845400,0.094499
1986-09-02,28.500479,31.50144,26.2512,28.24992,13824000,0.068892
1986-08-01,28.500479,30.74976,27.250559,28.500479,13889800,0.069503
1986-07-01,30.74976,31.50144,26.000639,28.500479,21656200,0.069503
1986-06-02,35.000641,35.000641,29.49984,30.74976,16959000,0.074988
1986-05-01,32.25024,35.498878,31.00032,35.000641,17167500,0.085355
1986-04-01,27.50112,35.124481,26.749441,32.25024,26274700,0.078648
1986-03-13,25.499521,29.750399,25.499521,27.50112,155827200,0.067066
